Distance,Time,AnswerType,ID,Question
45.14934620019389,1.377332499E9,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,8
108.43111384772888,1.377336116E9,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,8
303.0135645906921,1.377336492E9,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,2
767.2006473982356,1.377337415E9,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,5
285.46610247380585,1.377340312E9,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,20
313.99106914598485,1.377341094E9,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,15
507.72008129781165,1.377341166E9,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,14
814.1993594505343,1.377341239E9,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,11
318.4690245092836,1.377336411E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,23
931.8242212716883,1.377337344001E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,15
227.78165222343202,1.377340069E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,20
151.76149734637272,1.377340961E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,6
123.88547650699702,1.377341604E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,10
358.03942286574176,1.377341711E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,17
280.9933465715668,1.377341711E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,4
280.05151127415525,1.377341863E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,3
311.7500054196214,1.377341902E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,2
670.2619951186662,1.377341949E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,12
671.2452427152227,1.377341949E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,13
832.1522917015728,1.377341949E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,22
144.221679688944,1.377341949E9,4,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,14
172.7403440254638,1.377336681E9,4,3b1d41db-3a66-4344-89ae-74155f430f76,6
61.016943251337786,1.377337074E9,4,3b1d41db-3a66-4344-89ae-74155f430f76,1
116.61972017085976,1.37733763E9,4,3b1d41db-3a66-4344-89ae-74155f430f76,2
245.04176584531137,1.377338768E9,4,3b1d41db-3a66-4344-89ae-74155f430f76,3
14.24161045288429,1.377338768E9,4,3b1d41db-3a66-4344-89ae-74155f430f76,4
473.5067288436148,1.377339836E9,4,3b1d41db-3a66-4344-89ae-74155f430f76,5
381.1890569910876,1.377339836E9,4,3b1d41db-3a66-4344-89ae-74155f430f76,12
310.80026341351544,1.377337508E9,4,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f,23
274.66123698314107,1.377338991E9,4,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f,20
489.2549082015331,1.377340193E9,4,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f,10
463.053615580941,1.377340735E9,4,ee7e6a26-bea0-42d1-9f11-46d4e7dc7c5f,24
294.9949009386512,1.377335424E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,23
353.87482864100156,1.37733551E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,11
995.4529889175707,1.377335562E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,15
135.51261967380088,1.377335875E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,19
167.7695087372677,1.377336036E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,20
170.21682566754825,1.377336646999E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,6
282.38624206834686,1.377336659999E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,10
152.64246079719857,1.377337173999E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,4
152.64246079719857,1.377337173999E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,3
376.139464073024,1.377338022999E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,12
466.4605456472311,1.377338100999E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,13
524.8897950053936,1.377338100999E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,22
181.18658236174176,1.377338100999E9,4,b733084e-aaa3-4f51-9231-215e764cccf6,14
37.319948287664545,1.377334801E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,8
108.42051421691453,1.377338258E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,8
250.06405711625402,1.377338258E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,7
249.08646017805322,1.377338305E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,2
290.82405879613657,1.377338305E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,3
524.2259525169841,1.377338416E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,17
715.8218876677158,1.377338416E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,4
597.9128310523147,1.377338416E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,5
130.2186590971367,1.377338416E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,22
491.0953232284668,1.377338515E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,12
136.25660720591796,1.377338574E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,13
208.36570007155686,1.377338596E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,24
336.6158391442703,1.37733863E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,6
210.52778913921398,1.37733863E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,10
192.29682250048538,1.37733863E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,20
140.39884154840178,1.37733863E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,16
375.0076807557592,1.37733863E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,19
595.612189877247,1.37733863E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,15
289.37361489773883,1.37733863E9,4,702d5461-fe88-4dfe-8d5a-ebdaad6ccf66,11
272.6695831773364,1.377335918302E9,4,552b1388-0e6b-42fd-87b4-a0314b8cedff,8
599.2791871225944,1.377338889E9,4,552b1388-0e6b-42fd-87b4-a0314b8cedff,11
226.34853854139195,1.377340102E9,4,552b1388-0e6b-42fd-87b4-a0314b8cedff,24
702.7736162682522,1.377340389123E9,4,552b1388-0e6b-42fd-87b4-a0314b8cedff,20
156.3840192559908,1.377340775E9,4,552b1388-0e6b-42fd-87b4-a0314b8cedff,6
165.66557883474084,1.377341241E9,4,552b1388-0e6b-42fd-87b4-a0314b8cedff,3
211.76060614388035,1.377341628E9,4,552b1388-0e6b-42fd-87b4-a0314b8cedff,4
300.492793688656,1.377341713E9,4,552b1388-0e6b-42fd-87b4-a0314b8cedff,5
505.654619186598,1.377341728E9,4,552b1388-0e6b-42fd-87b4-a0314b8cedff,17
285.98473539482785,1.377335947E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,23
596.5633793288922,1.377336211E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,11
348.9628549531922,1.377336337E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,14
132.36463275127517,1.377336537E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,19
307.35567810615584,1.377336787E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,20
490.4150078110229,1.377338148E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,24
140.13160849792678,1.377338174E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,13
542.5961969319187,1.377338303E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,12
658.5921163211333,1.377338317E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,22
314.25599421823443,1.377339627E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,4
61.61354344749746,1.377340268999E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,17
61.61354344749746,1.377340268999E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,3
392.34416213503886,1.377340268999E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,2
372.72449360078963,1.377340268999E9,4,96df5db4-fce8-4a17-9b9f-04ad90db0ba4,7
